アーヘン	아헨
艦船	배들
夜間	밤에
倉庫	창고
加熱	난방
辞退	거절
番手	번호
婦人	여성
もらっ	받다
全身	전신
保全	보전
ならび	나라비
敷設	부설
軍勢	군세
朝廷	제국의 법원
上げる	올리다
サウロン	사우론
ボウル	그릇
桁	자릿수
切腹	절복
反し	위반
92	92
予告	예고
とくに	특히
供与	공여
もちろん	물론
さえ	심지어
短縮	단축
まし	마시
南北朝	남북조
基部	베이스
土曜	토요일
早期	일찍
リヨン	리옹
鱗	비늘
若	좋다
城壁	성벽
投下	투하
黒色	흑색
奉公	봉공
選帝	선제
ハード	힘든
アトム	아톰
航路	항로
長谷川	하세가와
操車	조차
拳銃	권총
義隆	요시타카
呂	루
水産	수산
院内	원내
毒	독
山寺	야마데라
ドレイク	드레이크
創建	만들다
ガー	가
銃撃	총격
フラン	프랑
富江	도미
藤田	후지타
入幕	입막
氏直	씨직
由紀子	유키코
繰り返さ	반복
トライオン	트라이온
ベネ	베네
マルーン	마룬
ディフューザー	디퓨저
オーティス	오티스
地獄	지옥
サクシウム	색소폰
茂兵衛	시게베에
テリア	테리어
祺瑞	치루이
ロズウェル	로즈웰
フィルモグラフィー	Filmography
ガイン	가인
カッザーフィー	카더피
プントランド	푼틀랜드
詹	잔
ウトロ	우토로
オーバーヨスバッハ	오버요스바흐
ラービ	라비
長刀	장검
アドリアーナ	아드리아나
霍	후오
マルト	말토
永易	영이
セレノ	셀레노
スティードマン	스티드맨
ルーダー	루더
ヘラー	헬러
メラノソーム	멜라노솜
メレアグロス	멜레아 그로스
エティン	에틴
ウーディネ	우디네
テレメッセージ	텔레 메시지
夢精	몽정
昌鉉	창현
ヒープ	힙
アスプ	아스프
ナラクーバラ	나라쿠바라
アンフィサ	암피사
倉澤	쿠라사와
ヴィネンデン	비넨덴
フルシェーウシクィイ	풀 쉐이크
ヴァルキュリャ	발큐야
パーゴ	파고
ドゥフー	두푸
ドッチ	도치
ジージョ	지조
シャーンタヌ	샨타누
ヌルミ	누르미
カリーフ	칼리프
エリーサベット	엘리 사벳
創口	상처
シェプ	셰프
ホパノイド	호파노이드
オーベルシュタイン	오버슈타인
イドメネオ	이드메네오
フォイヒティンガー	포이히팅거
リッジョ	리조
ファリル	파릴
ドラッギング・カヌー	드래깅 카누
双胎	쌍둥이
スタヴローギン	스타브로긴
ハビトゥス	하비투스
ヴェリコフスキー	벨리코프스키
ヴァゾフ	바조프
スケクシス	스케시시스
フメレーツィクィイ	후메레치키이
ヴァサンタセーナー	바산타 세이너
ライダル	라이달
マレード	말레이드
⟨⟩	⟨⟩
アフリカナイズドミツバチ	아프리카 나이즈드 꿀벌
シャダーカイ	샤다카이
カラバーシニ	칼라 바시니
会談	회담
景気	경기
恐慌	공황
依然	아직
生かし	살리다
学術	학술
学者	학자
愛し	사랑
心臓	심장
発作	발작
房	집
徒歩	도보
表紙	표지
193	193
在	존재하다
流さ	흐르는
ミシシッピ	미시시피
陣地	위치
金額	금액
当地	현지의
ゴルフ	골프
焼失	소실
緑色	녹색
外見	외모
最小	최저한의
総理	총리
熱心	열렬한
免疫	면제
著しく	현저하게
基づき	기초
後年	후년
ソロ	솔로
朝日	아사히
嫌悪	혐오
中野	나카노
多少	얼마나
格闘	격투
アテネ	아테네
河	강
聞く	듣다
抗争	싸움
系列	시리즈
生理	생리적인
サイパン	사이판
急激	급격한
受け取っ	받다
台風	태풍
公職	공공 사무실
位相	위상
被災	재해
意	의미
提携	제휴
宣伝	홍보
五輪	올림픽
解	풀다
受章	수장
対決	대결
コイン	동전
無効	무효
早稲田	와세다
ドーム	돔
検察	검찰
前日	전날
金銭	금전
抜い	벗다
嫡男	嫡男
牧場	목장
パーティー	파티
マンション	아파트
後日	나중에
破棄	폐기
撃破	격파
開校	개교
柳	솜틀
恐怖	두려움
夢	꿈
仙	죽지 않는
保証	보증
噂	소문
引き上げ	인상
提督	제독
命中	때리다
欠場	결장
松平	마쓰다이라
73	73
誤っ	잘못
デザイナー	디자이너
艦艇	배들
他方	반면
１	1.
守っ	지키다
死ぬ	죽다
審	검토
開館	개관
ちなみ	치나미
採取	가져가다
芝居	연극
ちょうど	그냥
分かれる	나누다
巻き込ま	말려들다
無罪	무죄
火山	화산
53	53
高層	높은 수준
保安	경비원
人員	인원
釜山	부산
甲府	고후
最古	가장 오래된
推奨	추천
廃墟	폐허
秩序	주문하다
追っ	쫓다
消え	사라짐
落下	떨어지다
ウイルス	바이러스
縮小	축소
ユース	청소년
交戦	교전
奪還	탈환
勢い	기세
搭乗	탑승
倒産	파산
オプション	옵션
内側	내부
呼称	호칭
発覚	발각
渡す	전달
鎮	도시
報	보고서
結晶	결정화
巡回	관광
当寺	당사
出口	출구
マルクス	마르크스
応援	응원
握っ	잡다
優勢	장점
大王	왕
ミュンヘン	뮌헨
脱走	탈주
穏やか	부드러운
ウェールズ	웨일즈
不全	불완전한
産出	생산
創作	창조
陥り	빠짐
リゾート	리조트
講演	강연
アクション	액션
行か	행
斜面	슬로프
連敗	연패
着い	착용
魚類	물고기
義塾	요시카쿠
請求	묻다
免れ	면하다
覚え	기억
ダブル	더블
正しい	맞다
財団	재단
分かる	알다
中毒	중독
伝わっ	전해져
支給	지급
リトアニア	리투아니아
スコア	점수
物体	물체
保つ	지키다
前者	이전의
リンク	링크
ユーロ	유로
亡くなる	죽다
沈没	침몰
67	67
｢	｢
｣	』
アパ	아파
参入	진입
栄	사카에
肺炎	폐렴
法則	법
洞	구멍
合戦	전투
破綻	파탄
電磁	전자기파
殺す	죽이다
メッセージ	메시지
どんな	무슨
マクレーン	맥레인
進撃	진격
東ドイツ	동독
ステート	상태
本体	본체
不正	부정
文明	문명
ピトケアン	피토케안
プロセス	프로세스
工芸	공예
ロウ	로우
ユタ	유타
撃沈	격침
分から	분부터
ラッシュ	러쉬
傷	상처
風船	풍선
助ける	도움
増田	마스다
チャンス	기회
評判	평판
落語	라쿠고
親王	왕자
カーボン	탄소
タン	탄
護	보호
マドリード	마드리드
地蔵	지장
ヒスルム	히슬룸
ガソリン	가솔린
タイコンデロガ	타이콘 델로가
ネブラスカ	네브라스카
背鰭	등지느러미
メアリー	메리
ネイト	네이트
説い	설
湧水	샘물
メリナ	멜리나
伝	전
国後	국가 후
ドイル	도일
カエサル	카이사르
丸子	공
マツ	소나무
絵図	그림 그림
浪士	나니
雪村	유키무라
熱線	핫라인
シャル	샤르
ジェイミー	제이미
鳩	비둘기
世継ぎ	세계
長可	창 케
レプリケーター	복제기
敬親	부모님에 대한 존경
エウメネス	에우메네스
図形	도형
図柄	도안
銖銭	바트
スブタイ	수타이
アーナンダ	아난다
ロートガウ	로트 가우
2419	2419
フリーザ	냉동고
東萊	동래
スカパフロー	스카파플로
オッツベルク	오츠베르크
ディマジオ	디마지오
ガミラス	가밀라스
ホッサールト	호사르트
デューデンビュッテル	듀덴 뷔텔
ハトシェプスト	비둘기
臂	팔
グリート	그리트
ラウファッハ	라우파흐
スキャバードフィッシュ	스캐버드 피쉬
劉繇	류야오
赤眉	붉은 눈썹
ベンガルール	벵골
塔子	타코
ブーヒェン	부헨
マラブー	말라부
コルバ	코르바
チャネリング	채널링
アムリウス	암리우스
ヌース	누스
シービー	시비
ホーテン	호텐
清麿	청면
王水	왕수
グロースボットヴァール	글로스 봇발
樽屋	타루야
エダード	에다드
ウィンターフェル	윈터펠
景宣	경쉬안
タプティム	탑팀
アダマー	아다마
タイレル	타이렐
イバルリ	이발리
ガーギ	가기
バーゲード	버게이드
セリョン	세련
プリウェルヌム	프리웰넘
ヴンシュ	벤슈
ボルゲントライヒ	보르겐 트라이히
糸竹	대나무
ミラキュラス	미라큘러스
セルミジ	세르미지
イルスフェルト	일스펠트
梨穂	이호
ヴェリチャーニノフ	벨리차니노프
トルキエ	토르키에
李賀	리 허
カヴァゾス	카바조스
源宗	겐종
ライメン	라면
ジョンジュルジャブ	존 줄 잽
驟閣	갑작스러운 파빌리온
ビッテンフェルト	비텐펠트
重力	중력
ハリウッド	할리우드
幼虫	애벌레
青森	아오모리
政界	정계
係	묶다
未だ	아직
116	116
ブリッジ	다리
運ぶ	운반
見せる	보여주는
展望	전망
抜け	누락
郡名	군 이름
動産	동산
きれ	깨끗한
鎮守	경비원
頂上	정상
外野	외야
カーブ	커브
林業	임학
52	52
棒	엄청난
可決	통과
録	녹음
無償	무료
勢	기세
逃れる	탈출
失う	잃다
･	･
麓	기슭
ブログ	블로그
柔道	유도
底	끝
友好	친숙한
報酬	보상
めぐる	메구루
つか	쓰카
何者	누구
幹	마른
アンナ	안나
ピーターズ	피터스
比率	비율
インディアナ	인디애나
ライフ	생명
地面	지면
横山	요코야마
実力	실력
タワー	타워
スマート	스마트
自社	자사
内野	우치노
選ぶ	선택
もっと	더
ブーム	붐
ヴィクトリア	빅토리아
武力	힘
組閣	내각을 구성하다
断念	포기
立法	법률 제정
過	통과하다
バランス	균형
尊敬	존경
体重	체중
胸	가슴
荷物	수하물
レストラン	레스토랑
妊娠	임신
駐留	주류
劇	드라마
イル	일
岬	케이프
新しく	새롭게
招集	소집
クラーク	클락
わかる	이해하다
摂取	섭취
専攻	전공
ドーン	돈
わから	이해
真実	진실
技師	기술자
暮らす	살다
コマンド	명령
外来	외국의
全部	모두
マスト	돛대
ベン	벤
マディソン	매디슨
支線	지선
ケーブル	케이블
浴	목욕
裕福	부유
体内	생체내
見舞わ	흠뻑
遂げ	수행
調	곡조
秀吉	히데요시
消防	소방
活かし	살리다
瞬間	순간
予防	예방
追い込ま	추구
初回	첫회
収益	수익
連	심지어
エア	에어
着陸	착륙
床	바닥
ヘリ	헬리콥터
なかなか	좀처럼
充実	충실
工夫	고안
19999	19999
宮中	궁전
東海	도카이
54	54
帰宅	귀가
待っ	기다리다
親しく	친하게
看板	간판
ランク	랭크
輝	빛
堺	사카이
初演	초연
新型	새로운
背中	등
停滞	침체
後ろ	뒤로
二十	이십
治世	통치
国務	국무
肝臓	간
移管	이전
特色	특징
紋章	문장
ジャンプ	점프
1851	1851
バイパス	우회
下位	하위
降格	강등
扱っ	취급
つくら	쓰쿠라
比	비교하다
婦	여성
追う	쫓다
キロ	킬로
尊	존경
大公	대공
模し	모방
人種	인종
代行	대행
加える	추가
呼び	전화
特命	특명
見学	견학
ソニー	소니
浅草	아사쿠사
97	97
ピット	구덩이
母子	어머니와 아이
歩	걸음
前面	앞쪽
砂	모래
主権	주권
試算	견적
加わる	가입하다
浮	뜨다
陶器	도기
稽古	연습
ピンク	핑크
漢字	한자
相違	차이
ゆっくり	천천히
療法	치료
純粋	순수
ウォーター	물
織田	오다
帰路	귀로
大蔵	오쿠라
狙っ	목표
新興	새로운
適応	적응
直	똑바로
集まる	모인다
師匠	스승
仲裁	중재
備える	준비
台車	대차
スクリーン	스크린
アーク	아크
過剰	과잉
オオカミ	늑대
文芸	문예
風力	바람
抑える	억제하다
宿泊	숙박
聖地	성지
選び	선택
失脚	실각
高官	고위 공무원
掌握	주인
総務	총무
自家	집
灰	금연 건강 증진 협회
キュー	큐
手順	절차
シュート	슛
機雷	기뢰
国産	국산
動的	동적
無理	무리
負け越し	패배
合う	맞다
被告	피고
同型	동형
ほしい	원하는
袋	가방
ライム	라임
パレード	퍼레이드
創刊	창간
マップ	지도
フィリップス	필립스
好意	호의
上衣	재킷
アルジェリア	알제리
一斉	일제
石垣	이시가키
メル	멜
､	､
本店	본점
ホッケー	하키
武将	군사 지휘관
スタンド	스탠드
ハッシュ	해시
フランシス	프랜시스
上杉	우에스기
ハイテク	하이테크
代打	대타
孝高	효고
頼綱	요시츠나
代議	대의
フレイ	프레이
康長	강창
レシピ	조리법
浦賀	우라가
プラトン	플라톤
タペストリ	태피스트리
ピピン	피핀
デイヴィソン	데이비슨
正日	정일
隗	웨이
ルジャンドル	루장돌
ヴェロネーゼ	베로네제
アクスブリッジ	악스브리지
レオントーヴィッチュ	레온 토비추
ムカルナス	무카르나스
儁	儁
酈	리
ニリチ	니리치
廃園	폐원
プラトニズム	플라토니즘
金ヶ崎	가나가사키
クループ	크루프
フィールンハイム	필룬하임
眼杯	아이컵
乳突	유양돌기
トゥポル	투폴
疋田	시다
楯夫	타테오
アブサロム	압살롬
ファジィ	퍼지
歌子	가코
サブネット	서브넷
ルブラン	르블랑
ニーニエル	니니엘
アリン	알린
埕	정
サンシエ	산시에
ファリサイ	파리 사이
オホトルプ	오호토르프
タッパ	타파
エイレルト	에일러트
ヘムスバッハ	헴스바흐
おさん	어머니
オーロビル	오로빌
ダーシュコワ	다슈코바
ヒメラ	히메라
クゥ	쿠
タイロナ	타이로나
パヴリチェンコ	파블리첸코
ヴェス	베스
ジウォン	지원
伊良子	이라코
ゾバイダ	조바이다
バベシア	바베시아
ヴェルヴァー	벨버
ウジリ	우지리
ロンロン	론롱
マッカレン	맥칼렌
ドネルケバブ	도넬 케밥
湿し水	젖은 물
ラインツェル	라인젤
スティヴンズ	스티븐스
井月	이즈키
サジェ	사제
ボッテンホルン	보텐호른
ヴォンメルスハウゼン	Vonmershausen
予戒	예계
シェロホーノフ	셰로호노프
エウフロニオス	유프로니오스
ラフィエット	라피엣
ザガノス	자가노스
マドヴィグ	마드비그
トラヴェラー	트래블러
ズーラ	주라
アーテイアス	아테이어스
カリファノ	칼리파노
シェーンコップ	셰인컵
ブルース	블루스
テル	텔
変形	변형
ジャック	잭
軍需	병참장교
移る	이동
限界	한계
とりわけ	특히
ヴィルヘルム	빌헬름
渓谷	계곡
世帯	가구
任	정하다
除去	제거
皮	피부
総額	총액
イエス	예수
兼任	동시에
格	그리드
リッチモンド	리치몬드
遂行	수행
ミネソタ	미네소타
タバコ	담배
球場	법원
チームメイト	팀원
96	96
幅広く	폭넓게
封	봉인하다
輩出	배출
経歴	경력
教科	교과
診療	진료
